Rk,Team,Conf_x,W-L,BPI Off,BPI Def,BPI,Year_x,Conf_y,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,Year_y
82,Providence,Big East,15-16,5.0,0.9,5.8,2008,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
82,Providence,Big East,15-16,5.0,0.9,5.8,2008,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
82,Providence,Big East,15-16,5.0,0.9,5.8,2008,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
82,Providence,Big East,15-16,5.0,0.9,5.8,2008,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
82,Providence,Big East,15-16,5.0,0.9,5.8,2008,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
80,Providence,Big East,19-14,11.0,-5.1,5.9,2009,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
80,Providence,Big East,19-Dec,13.0,-7.1,5.8,2010,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
102,Providence,Big East,15-17,8.0,-3.9,4.1,2011,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
134,Providence,Big East,15-17,3.4,-1.3,2.0,2012,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
73,Providence,Big East,19-15,4.0,2.8,6.8,2013,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
48,Providence,Big East,23-12,6.2,2.7,8.8,2014,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
28,Providence,Big East,22-12,5.8,4.6,10.4,2015,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
62,Providence,Big East,24-11,3.8,3.6,7.4,2016,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
55,Providence,Big East,20-13,2.8,5.4,8.3,2017,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,104.3,95.0,0.7446,48.0,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,69.2,-3.4,2019.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,2013.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,2016.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,2015.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,2018.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,64.9,1.2,2014.0
62,Providence,Big East,21-14,2.5,5.1,7.7,2018,BE,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,2017.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
84,Oral Roberts,Summit,24-9,-0.9,6.5,5.6,2008,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
98,Oral Roberts,Summit,16-15,2.5,1.9,4.4,2009,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
122,Oral Roberts,Summit,20-13,-0.4,3.1,2.6,2010,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
139,Oral Roberts,Summit,19-16,4.1,-2.7,1.3,2011,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
86,Oral Roberts,Summit,27-7,3.9,1.3,5.1,2012,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
117,Oral Roberts,Summit,20-15,3.3,-0.4,2.9,2013,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Sum,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,2017.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Sum,104.8,111.8,0.3222,48.9,54.2,19.0,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,2018.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Sum,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,2019.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Slnd,107.6,108.9,0.4644,50.4,48.8,17.0,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9,2014.0
190,Oral Roberts,Southland,17-16,-1.1,-0.2,-1.3,2014,Slnd,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,2013.0
194,Oral Roberts,Summit,19-15,1.5,-3.0,-1.5,2015,Sum,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,2015.0
194,Oral Roberts,Summit,19-15,1.5,-3.0,-1.5,2015,Sum,106.4,107.0,0.485,50.5,52.1,17.3,15.9,28.1,30.0,36.6,33.0,48.0,50.2,38.0,37.4,69.8,-9.4,2016.0
